"Entrez.ID","Symbol","Name","Gene.Family","Type","ENSEMBL.ID"
54541,"DDIT4","DNA damage inducible transcript 4","","landmark","ENSG00000168209"
8835,"SOCS2","suppressor of cytokine signaling 2","SH2 domain containing, Suppressors of cytokine signaling","landmark","ENSG00000120833"
8837,"CFLAR","CASP8 and FADD like apoptosis regulator","Endogenous ligands, Death effector domain containing, Death inducing signaling complex ","landmark","ENSG00000003402"
8851,"CDK5R1","cyclin dependent kinase 5 regulatory subunit 1","","landmark","ENSG00000176749"
79850,"FAM57A","family with sequence similarity 57 member A","TLC domain containing","landmark","ENSG00000167695"
55893,"ZNF395","zinc finger protein 395","Zinc fingers C2H2-type","landmark","ENSG00000186918"
8870,"IER3","immediate early response 3","","landmark","ENSG00000137331"
572,"BAD","BCL2 associated agonist of cell death","BCL2 homology region 3 (BH3) only","landmark","ENSG00000002330"
8869,"ST3GAL5","ST3 beta-galactoside alpha-2,3-sialyltransferase 5","Sialyltransferases","landmark","ENSG00000115525"
7538,"ZFP36","ZFP36 ring finger protein","Ring finger proteins","landmark","ENSG00000128016"
8884,"SLC5A6","solute carrier family 5 member 6","Solute carriers","landmark","ENSG00000138074"
581,"BAX","BCL2 associated X, apoptosis regulator","BCL2 family","landmark","ENSG00000087088"
8878,"SQSTM1","sequestosome 1","Zinc fingers ZZ-type","landmark","ENSG00000161011"
8895,"CPNE3","copine 3","Copines","landmark","ENSG00000085719"
595,"CCND1","cyclin D1","Cyclins","landmark","ENSG00000110092"
596,"BCL2","BCL2, apoptosis regulator","Protein phosphatase 1 regulatory subunits, BCL2 family","landmark","ENSG00000171791"
6251,"RSU1","Ras suppressor protein 1","","landmark","ENSG00000148484"
6253,"RTN2","reticulon 2","","landmark","ENSG00000125744"
6275,"S100A4","S100 calcium binding protein A4","S100 calcium binding proteins, EF-hand domain containing","landmark","ENSG00000196154"
6284,"S100A13","S100 calcium binding protein A13","S100 calcium binding proteins","landmark","ENSG00000189171"
55818,"KDM3A","lysine demethylase 3A","Lysine demethylases","landmark","ENSG00000115548"
55825,"PECR","peroxisomal trans-2-enoyl-CoA reductase","Short chain dehydrogenase/reductase superfamily","landmark","ENSG00000115425"
54505,"DHX29","DExH-box helicase 29","DEAH-box helicases","landmark","ENSG00000067248"
55837,"EAPP","E2F associated phosphoprotein","","landmark","ENSG00000129518"
27095,"TRAPPC3","trafficking protein particle complex 3","Trafficking protein particle complex","landmark","ENSG00000054116"
64080,"RBKS","ribokinase","","landmark","ENSG00000171174"
8900,"CCNA1","cyclin A1","Cyclins","landmark","ENSG00000133101"
27032,"ATP2C1","ATPase secretory pathway Ca2+ transporting 1","ATPases Ca2+ transporting","landmark","ENSG00000017260"
622,"BDH1","3-hydroxybutyrate dehydrogenase 1","Short chain dehydrogenase/reductase superfamily","landmark","ENSG00000161267"
8914,"TIMELESS","timeless circadian clock","","landmark","ENSG00000111602"
637,"BID","BH3 interacting domain death agonist","Endogenous ligands, BCL2 homology region 3 (BH3) only","landmark","ENSG00000015475"
642,"BLMH","bleomycin hydrolase","","landmark","ENSG00000108578"
644,"BLVRA","biliverdin reductase A","","landmark","ENSG00000106605"
79921,"TCEAL4","transcription elongation factor A like 4","Transcription elongation factor A like family","landmark","ENSG00000133142"
652,"BMP4","bone morphogenetic protein 4","Bone morphogenetic proteins, Endogenous ligands","landmark","ENSG00000125378"
664,"BNIP3","BCL2 interacting protein 3","BCL2 homology region 3 (BH3) only","landmark","ENSG00000176171"
665,"BNIP3L","BCL2 interacting protein 3 like","","landmark","ENSG00000104765"
79947,"DHDDS","dehydrodolichyl diphosphate synthase subunit","","landmark","ENSG00000117682"
8974,"P4HA2","prolyl 4-hydroxylase subunit alpha 2","","landmark","ENSG00000072682"
670,"BPHL","biphenyl hydrolase like","","landmark","ENSG00000137274"
672,"BRCA1","BRCA1, DNA repair associated","Ring finger proteins, Fanconi anemia complementation groups, Protein phosphatase 1 regulatory subunits, BRCA1 A complex, BRCA1 B complex, BRCA1 C complex","landmark","ENSG00000012048"
53343,"NUDT9","nudix hydrolase 9","Nudix hydrolase family","landmark","ENSG00000170502"
6304,"SATB1","SATB homeobox 1","CUT class homeoboxes and pseudogenes","landmark","ENSG00000182568"
8985,"PLOD3","procollagen-lysine,2-oxoglutarate 5-dioxygenase 3","","landmark","ENSG00000106397"
54681,"P4HTM","prolyl 4-hydroxylase, transmembrane","","landmark","ENSG00000178467"
79961,"DENND2D","DENN domain containing 2D","DENN/MADD domain containing","landmark","ENSG00000162777"
8996,"NOL3","nucleolar protein 3","Caspase recruitment domain containing","landmark","ENSG00000140939"
695,"BTK","Bruton tyrosine kinase","Pleckstrin homology domain containing, SH2 domain containing","landmark","ENSG00000010671"
6342,"SCP2","sterol carrier protein 2","","landmark","ENSG00000116171"
6347,"CCL2","C-C motif chemokine ligand 2","Chemokine ligands, Endogenous ligands","landmark","ENSG00000108691"
5018,"OXA1L","OXA1L, mitochondrial inner membrane protein","","landmark","ENSG00000155463"
5019,"OXCT1","3-oxoacid CoA-transferase 1","","landmark","ENSG00000083720"
7690,"ZNF131","zinc finger protein 131","Zinc fingers C2H2-type, BTB domain containing","landmark","ENSG00000172262"
5048,"PAFAH1B1","platelet activating factor acetylhydrolase 1b regulatory subunit 1","WD repeat domain containing","landmark","ENSG00000007168"
5054,"SERPINE1","serpin family E member 1","Serpin peptidase inhibitors","landmark","ENSG00000106366"
5058,"PAK1","p21 (RAC1) activated kinase 1","","landmark","ENSG00000149269"
5050,"PAFAH1B3","platelet activating factor acetylhydrolase 1b catalytic subunit 3","","landmark","ENSG00000079462"
6390,"SDHB","succinate dehydrogenase complex iron sulfur subunit B","Mitochondrial complex II: succinate dehydrogenase subunits","landmark","ENSG00000117118"
5096,"PCCB","propionyl-CoA carboxylase beta subunit","","landmark","ENSG00000114054"
5092,"PCBD1","pterin-4 alpha-carbinolamine dehydratase 1","","landmark","ENSG00000166228"
79902,"NUP85","nucleoporin 85","Nucleoporins","landmark","ENSG00000125450"
54623,"PAF1","PAF1 homolog, Paf1/RNA polymerase II complex component","Paf1/RNA polymerase II complex","landmark","ENSG00000006712"
55958,"KLHL9","kelch like family member 9","Kelch like, BTB domain containing","landmark","ENSG00000198642"
701,"BUB1B","BUB1 mitotic checkpoint serine/threonine kinase B","","landmark","ENSG00000156970"
727,"C5","complement C5","Complement system, Endogenous ligands, C3 and PZP like, alpha-2-macroglobulin domain containing","landmark","ENSG00000106804"
7750,"ZMYM2","zinc finger MYM-type containing 2","Zinc fingers MYM-type","landmark","ENSG00000121741"
780,"DDR1","discoidin domain receptor tyrosine kinase 1","Receptor Tyrosine Kinases, CD molecules","landmark","ENSG00000204580"
5110,"PCMT1","protein-L-isoaspartate (D-aspartate) O-methyltransferase","Seven-beta-strand methyltransferase motif containing","landmark","ENSG00000120265"
5111,"PCNA","proliferating cell nuclear antigen","","landmark","ENSG00000132646"
6443,"SGCB","sarcoglycan beta","","landmark","ENSG00000163069"
5106,"PCK2","phosphoenolpyruvate carboxykinase 2, mitochondrial","","landmark","ENSG00000100889"
5108,"PCM1","pericentriolar material 1","","landmark","ENSG00000078674"
6461,"SHB","SH2 domain containing adaptor protein B","SH2 domain containing","landmark","ENSG00000107338"
6464,"SHC1","SHC adaptor protein 1","SH2 domain containing","landmark","ENSG00000160691"
5154,"PDGFA","platelet derived growth factor subunit A","","landmark","ENSG00000197461"
6499,"SKIV2L","Ski2 like RNA helicase","RNA helicases","landmark","ENSG00000204351"
54733,"SLC35F2","solute carrier family 35 member F2","Solute carriers","landmark","ENSG00000110660"
27109,"ATP5S","ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)","","landmark","ENSG00000125375"
29763,"PACSIN3","protein kinase C and casein kinase substrate in neurons 3","F-BAR domain containing","landmark","ENSG00000165912"
808,"CALM3","calmodulin 3","Endogenous ligands, EF-hand domain containing","landmark","ENSG00000160014"
813,"CALU","calumenin","EF-hand domain containing","landmark","ENSG00000128595"
823,"CAPN1","calpain 1","EF-hand domain containing, Calpains","landmark","ENSG00000014216"
831,"CAST","calpastatin","","landmark","ENSG00000153113"
835,"CASP2","caspase 2","Caspases, Protein phosphatase 1 regulatory subunits, Caspase recruitment domain containing","landmark","ENSG00000106144"
836,"CASP3","caspase 3","Caspases","landmark","ENSG00000164305"
840,"CASP7","caspase 7","Caspases","landmark","ENSG00000165806"
843,"CASP10","caspase 10","Caspases, Death effector domain containing, Death inducing signaling complex ","landmark","ENSG00000003400"
847,"CAT","catalase","","landmark","ENSG00000121691"
6500,"SKP1","S-phase kinase associated protein 1","SCF complex","landmark","ENSG00000113558"
868,"CBLB","Cbl proto-oncogene B","Ring finger proteins","landmark","ENSG00000114423"
6509,"SLC1A4","solute carrier family 1 member 4","Solute carriers","landmark","ENSG00000115902"
873,"CBR1","carbonyl reductase 1","Short chain dehydrogenase/reductase superfamily","landmark","ENSG00000159228"
874,"CBR3","carbonyl reductase 3","Short chain dehydrogenase/reductase superfamily","landmark","ENSG00000159231"
7852,"CXCR4","C-X-C motif chemokine receptor 4","CD molecules, C-X-C motif chemokine receptors","landmark","ENSG00000121966"
54881,"TEX10","testis expressed 10","5FMC ribosome biogenesis complex","landmark","ENSG00000136891"
7849,"PAX8","paired box 8","PRD class homeoboxes and pseudogenes, Paired boxes","landmark","ENSG00000125618"
890,"CCNA2","cyclin A2","Cyclins","landmark","ENSG00000145386"
891,"CCNB1","cyclin B1","Cyclins","landmark","ENSG00000134057"
896,"CCND3","cyclin D3","Cyclins","landmark","ENSG00000112576"
899,"CCNF","cyclin F","Cyclins, F-boxes other","landmark","ENSG00000162063"
5211,"PFKL","phosphofructokinase, liver type","","landmark","ENSG00000141959"
7874,"USP7","ubiquitin specific peptidase 7","Ubiquitin specific peptidases","landmark","ENSG00000187555"
7866,"IFRD2","interferon related developmental regulator 2","","landmark","ENSG00000214706"
7867,"MAPKAPK3","mitogen-activated protein kinase-activated protein kinase 3","Mitogen-activated protein kinase-activated protein kinases","landmark","ENSG00000114738"
5223,"PGAM1","phosphoglycerate mutase 1","Bisphosphoglycerate phosphatases","landmark","ENSG00000171314"
5236,"PGM1","phosphoglucomutase 1","","landmark","ENSG00000079739"
5255,"PHKA1","phosphorylase kinase regulatory subunit alpha 1","","landmark","ENSG00000067177"
5257,"PHKB","phosphorylase kinase regulatory subunit beta","","landmark","ENSG00000102893"
5261,"PHKG2","phosphorylase kinase catalytic subunit gamma 2","","landmark","ENSG00000156873"
6597,"SMARCA4","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","","landmark","ENSG00000127616"
6599,"SMARCC1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1","Myb/SANT domain containing","landmark","ENSG00000173473"
54807,"ZNF586","zinc finger protein 586","Zinc fingers C2H2-type","landmark","ENSG00000083828"
5287,"PIK3C2B","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta","Phosphatidylinositol 3-kinase subunits","landmark","ENSG00000133056"
5289,"PIK3C3","phosphatidylinositol 3-kinase catalytic subunit type 3","Phosphatidylinositol 3-kinase subunits","landmark","ENSG00000078142"
5290,"PIK3CA","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","Phosphatidylinositol 3-kinase subunits","landmark","ENSG00000121879"
54850,"FBXL12","F-box and leucine rich repeat protein 12","F-box and leucine rich repeat proteins","landmark","ENSG00000127452"
27242,"TNFRSF21","TNF receptor superfamily member 21","CD molecules, Tumor necrosis factor receptor superfamily","landmark","ENSG00000146072"
27244,"SESN1","sestrin 1","","landmark","ENSG00000080546"
29890,"RBM15B","RNA binding motif protein 15B","RNA binding motif containing","landmark","ENSG00000259956"
30849,"PIK3R4","phosphoinositide-3-kinase regulatory subunit 4","WD repeat domain containing","landmark","ENSG00000196455"
902,"CCNH","cyclin H","Cyclins","landmark","ENSG00000134480"
30836,"DNTTIP2","deoxynucleotidyltransferase terminal interacting protein 2","","landmark","ENSG00000067334"
51097,"SCCPDH","saccharopine dehydrogenase (putative)","","landmark","ENSG00000143653"
949,"SCARB1","scavenger receptor class B member 1","Scavenger receptors","landmark","ENSG00000073060"
7905,"REEP5","receptor accessory protein 5","Receptor accessory proteins","landmark","ENSG00000129625"
958,"CD40","CD40 molecule","CD molecules, Tumor necrosis factor receptor superfamily","landmark","ENSG00000101017"
960,"CD44","CD44 molecule (Indian blood group)","Blood group antigens, CD molecules, Proteoglycans","landmark","ENSG00000026508"
965,"CD58","CD58 molecule","CD molecules","landmark","ENSG00000116815"
26054,"SENP6","SUMO1/sentrin specific peptidase 6","SUMO specific peptidases","landmark","ENSG00000112701"
976,"ADGRE5","adhesion G protein-coupled receptor E5","CD molecules, Adhesion G protein-coupled receptors, subfamily E","landmark","ENSG00000123146"
6603,"SMARCD2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2","","landmark","ENSG00000108604"
26064,"RAI14","retinoic acid induced 14","Ankyrin repeat domain containing","landmark","ENSG00000039560"
983,"CDK1","cyclin dependent kinase 1","Cyclin dependent kinases","landmark","ENSG00000170312"
6616,"SNAP25","synaptosome associated protein 25","SNAREs","landmark","ENSG00000132639"
5300,"PIN1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1","Parvulins","landmark","ENSG00000127445"
991,"CDC20","cell division cycle 20","WD repeat domain containing","landmark","ENSG00000117399"
993,"CDC25A","cell division cycle 25A","Class III Cys-based CDC25 phosphatases","landmark","ENSG00000164045"
994,"CDC25B","cell division cycle 25B","Class III Cys-based CDC25 phosphatases","landmark","ENSG00000101224"
51001,"MTERF3","mitochondrial transcription termination factor 3","","landmark","ENSG00000156469"
998,"CDC42","cell division cycle 42","Rho family GTPases","landmark","ENSG00000070831"
51005,"AMDHD2","amidohydrolase domain containing 2","","landmark","ENSG00000162066"
6622,"SNCA","synuclein alpha","Parkinson disease associated genes","landmark","ENSG00000145335"
51015,"ISOC1","isochorismatase domain containing 1","","landmark","ENSG00000066583"
5321,"PLA2G4A","phospholipase A2 group IVA","Phospholipases, C2 domain containing phospholipases","landmark","ENSG00000116711"
7982,"ST7","suppression of tumorigenicity 7","","landmark","ENSG00000004866"
51021,"MRPS16","mitochondrial ribosomal protein S16","Mitochondrial ribosomal proteins","landmark","ENSG00000182180"
51024,"FIS1","fission, mitochondrial 1","Tetratricopeptide repeat domain containing","landmark","ENSG00000214253"
51026,"GOLT1B","golgi transport 1B","","landmark","ENSG00000111711"
91949,"COG7","component of oligomeric golgi complex 7","Components of oligomeric golgi complex","landmark","ENSG00000168434"
5331,"PLCB3","phospholipase C beta 3","Phospholipases, C2 domain containing phospholipases","landmark","ENSG00000149782"
7994,"KAT6A","lysine acetyltransferase 6A","Zinc fingers C2HC-type, PHD finger proteins, Lysine acetyltransferases","landmark","ENSG00000083168"
51031,"GLOD4","glyoxalase domain containing 4","","landmark","ENSG00000167699"
6657,"SOX2","SRY-box 2","SRY-boxes","landmark","ENSG00000181449"
6659,"SOX4","SRY-box 4","SRY-boxes","landmark","ENSG00000124766"
6676,"SPAG4","sperm associated antigen 4","","landmark","ENSG00000061656"
5355,"PLP2","proteolipid protein 2","","landmark","ENSG00000102007"
51053,"GMNN","geminin, DNA replication inhibitor","","landmark","ENSG00000112312"
51056,"LAP3","leucine aminopeptidase 3","Aminopeptidases","landmark","ENSG00000002549"
4016,"LOXL1","lysyl oxidase like 1","","landmark","ENSG00000129038"
5347,"PLK1","polo like kinase 1","","landmark","ENSG00000166851"
6696,"SPP1","secreted phosphoprotein 1","Endogenous ligands, SIBLING family","landmark","ENSG00000118785"
5366,"PMAIP1","phorbol-12-myristate-13-acetate-induced protein 1","BCL2 homology region 3 (BH3) only","landmark","ENSG00000141682"
6697,"SPR","sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)","Short chain dehydrogenase/reductase superfamily","landmark","ENSG00000116096"
5357,"PLS1","plastin 1","EF-hand domain containing","landmark","ENSG00000120756"
5359,"PLSCR1","phospholipid scramblase 1","Phospholipid scramblases","landmark","ENSG00000188313"
5373,"PMM2","phosphomannomutase 2","HAD Asp-based non-protein phosphatases","landmark","ENSG00000140650"
4043,"LRPAP1","LDL receptor related protein associated protein 1","","landmark","ENSG00000163956"
51070,"NOSIP","nitric oxide synthase interacting protein","","landmark","ENSG00000142546"
51071,"DERA","deoxyribose-phosphate aldolase","","landmark","ENSG00000023697"
54915,"YTHDF1","YTH N6-methyladenosine RNA binding protein 1","","landmark","ENSG00000149658"
4067,"LYN","LYN proto-oncogene, Src family tyrosine kinase","SH2 domain containing, Src family tyrosine kinases","landmark","ENSG00000254087"
29928,"TIMM22","translocase of inner mitochondrial membrane 22","TIM22 complex","landmark","ENSG00000177370"
4088,"SMAD3","SMAD family member 3","SMAD family","landmark","ENSG00000166949"
29937,"NENF","neudesin neurotrophic factor","Membrane associated progesterone receptor family","landmark","ENSG00000117691"
54957,"TXNL4B","thioredoxin like 4B","","landmark","ENSG00000140830"
29911,"HOOK2","hook microtubule tethering protein 2","","landmark","ENSG00000095066"
29916,"SNX11","sorting nexin 11","Sorting nexins","landmark","ENSG00000002919"
26036,"ZNF451","zinc finger protein 451","Zinc fingers C2H2-type","landmark","ENSG00000112200"
27346,"TMEM97","transmembrane protein 97","","landmark","ENSG00000109084"
26020,"LRP10","LDL receptor related protein 10","Low density lipoprotein receptors","landmark","ENSG00000197324"
27336,"HTATSF1","HIV-1 Tat specific factor 1","RNA binding motif containing","landmark","ENSG00000102241"
26001,"RNF167","ring finger protein 167","Ring finger proteins","landmark","ENSG00000108523"
29978,"UBQLN2","ubiquilin 2","Ubiquilin family","landmark","ENSG00000188021"
6709,"SPTAN1","spectrin alpha, non-erythrocytic 1","EF-hand domain containing, Spectrins","landmark","ENSG00000197694"
6714,"SRC","SRC proto-oncogene, non-receptor tyrosine kinase","SH2 domain containing, Src family tyrosine kinases","landmark","ENSG00000197122"
5423,"POLB","DNA polymerase beta","DNA polymerases","landmark","ENSG00000070501"
5427,"POLE2","DNA polymerase epsilon 2, accessory subunit","DNA polymerases","landmark","ENSG00000100479"
5440,"POLR2K","RNA polymerase II subunit K","RNA polymerase subunits","landmark","ENSG00000147669"
6772,"STAT1","signal transducer and activator of transcription 1","SH2 domain containing","landmark","ENSG00000115415"
6774,"STAT3","signal transducer and activator of transcription 3","SH2 domain containing","landmark","ENSG00000168610"
5438,"POLR2I","RNA polymerase II subunit I","RNA polymerase subunits","landmark","ENSG00000105258"
6777,"STAT5B","signal transducer and activator of transcription 5B","SH2 domain containing","landmark","ENSG00000173757"
6790,"AURKA","aurora kinase A","Protein phosphatase 1 regulatory subunits","landmark","ENSG00000087586"
6793,"STK10","serine/threonine kinase 10","","landmark","ENSG00000072786"
51160,"VPS28","VPS28, ESCRT-I subunit","ESCRT-I","landmark","ENSG00000160948"
4125,"MAN2B1","mannosidase alpha class 2B member 1","Mannosidases alpha class 2","landmark","ENSG00000104774"
4144,"MAT2A","methionine adenosyltransferase 2A","","landmark","ENSG00000168906"
51170,"HSD17B11","hydroxysteroid 17-beta dehydrogenase 11","Short chain dehydrogenase/reductase superfamily","landmark","ENSG00000198189"
5467,"PPARD","peroxisome proliferator activated receptor delta","Nuclear hormone receptors","landmark","ENSG00000112033"
5468,"PPARG","peroxisome proliferator activated receptor gamma","Nuclear hormone receptors","landmark","ENSG00000132170"
4154,"MBNL1","muscleblind like splicing regulator 1","Zinc fingers CCCH-type","landmark","ENSG00000152601"
5480,"PPIC","peptidylprolyl isomerase C","Cyclophilin peptidylprolyl isomerases","landmark","ENSG00000168938"
5498,"PPOX","protoporphyrinogen oxidase","","landmark","ENSG00000143224"
4172,"MCM3","minichromosome maintenance complex component 3","MCM family","landmark","ENSG00000112118"
64422,"ATG3","autophagy related 3","Autophagy related","landmark","ENSG00000144848"
64429,"ZDHHC6","zinc finger DHHC-type containing 6","Zinc fingers DHHC-type","landmark","ENSG00000023041"
64428,"NARFL","nuclear prelamin A recognition factor like","Cytosolic iron-sulfur assembly components","landmark","ENSG00000103245"
51116,"MRPS2","mitochondrial ribosomal protein S2","Mitochondrial ribosomal proteins","landmark","ENSG00000122140"
26136,"TES","testin LIM domain protein","LIM domain containing","landmark","ENSG00000135269"
26128,"KIF1BP","KIF1 binding protein","Tetratricopeptide repeat domain containing","landmark","ENSG00000198954"
6804,"STX1A","syntaxin 1A","Syntaxins","landmark","ENSG00000106089"
6810,"STX4","syntaxin 4","Syntaxins","landmark","ENSG00000103496"
6812,"STXBP1","syntaxin binding protein 1","","landmark","ENSG00000136854"
6813,"STXBP2","syntaxin binding protein 2","","landmark","ENSG00000076944"
6839,"SUV39H1","suppressor of variegation 3-9 homolog 1","Lysine methyltransferases, SET domain containing","landmark","ENSG00000101945"
6832,"SUPV3L1","Suv3 like RNA helicase","RNA helicases","landmark","ENSG00000156502"
6850,"SYK","spleen associated tyrosine kinase","SH2 domain containing","landmark","ENSG00000165025"
26292,"MYCBP","MYC binding protein","","landmark","ENSG00000214114"
4200,"ME2","malic enzyme 2","","landmark","ENSG00000082212"
6856,"SYPL1","synaptophysin like 1","","landmark","ENSG00000008282"
5525,"PPP2R5A","protein phosphatase 2 regulatory subunit B'alpha","Protein phosphatase 2 regulatory subunits","landmark","ENSG00000066027"
5529,"PPP2R5E","protein phosphatase 2 regulatory subunit B'epsilon","Protein phosphatase 2 regulatory subunits","landmark","ENSG00000154001"
4208,"MEF2C","myocyte enhancer factor 2C","Myocyte enhancer factor 2 proteins, MADS box family","landmark","ENSG00000081189"
4216,"MAP3K4","mitogen-activated protein kinase kinase kinase 4","Mitogen-activated protein kinase kinase kinases","landmark","ENSG00000085511"
5547,"PRCP","prolylcarboxypeptidase","Minor histocompatibility antigens, Carboxypeptidases","landmark","ENSG00000137509"
6894,"TARBP1","TAR (HIV-1) RNA binding protein 1","SPOUT methyltranferase domain containing","landmark","ENSG00000059588"
4232,"MEST","mesoderm specific transcript","","landmark","ENSG00000106484"
90861,"HN1L","hematological and neurological expressed 1 like","","landmark","ENSG00000206053"
5566,"PRKACA","protein kinase cAMP-activated catalytic subunit alpha","","landmark","ENSG00000072062"
5580,"PRKCD","protein kinase C delta","C2 domain containing protein kinases","landmark","ENSG00000163932"
5583,"PRKCH","protein kinase C eta","C2 domain containing protein kinases","landmark","ENSG00000027075"
51282,"SCAND1","SCAN domain containing 1","SCAN domain containing","landmark","ENSG00000171222"
51293,"CD320","CD320 molecule","CD molecules","landmark","ENSG00000167775"
5588,"PRKCQ","protein kinase C theta","C2 domain containing protein kinases","landmark","ENSG00000065675"
4282,"MIF","macrophage migration inhibitory factor (glycosylation-inhibiting factor)","","landmark","ENSG00000240972"
51203,"NUSAP1","nucleolar and spindle associated protein 1","","landmark","ENSG00000137804"
26227,"PHGDH","phosphoglycerate dehydrogenase","","landmark","ENSG00000092621"
6908,"TBP","TATA-box binding protein","General transcription factors","landmark","ENSG00000112592"
6909,"TBX2","T-box 2","T-boxes","landmark","ENSG00000121068"
6919,"TCEA2","transcription elongation factor A2","","landmark","ENSG00000171703"
6915,"TBXA2R","thromboxane A2 receptor","Prostaglandin (prostanoid) receptors","landmark","ENSG00000006638"
5607,"MAP2K5","mitogen-activated protein kinase kinase 5","Mitogen-activated protein kinase kinases","landmark","ENSG00000137764"
5601,"MAPK9","mitogen-activated protein kinase 9","Mitogen-activated protein kinases","landmark","ENSG00000050748"
5603,"MAPK13","mitogen-activated protein kinase 13","Mitogen-activated protein kinases","landmark","ENSG00000156711"
6944,"VPS72","vacuolar protein sorting 72 homolog","SRCAP complex","landmark","ENSG00000163159"
5613,"PRKX","protein kinase, X-linked","","landmark","ENSG00000183943"
5627,"PROS1","protein S (alpha)","Gla domain containing","landmark","ENSG00000184500"
5641,"LGMN","legumain","","landmark","ENSG00000100600"
4303,"FOXO4","forkhead box O4","Forkhead boxes","landmark","ENSG00000184481"
4312,"MMP1","matrix metallopeptidase 1","Endogenous ligands, Matrix metallopeptidases","landmark","ENSG00000196611"
4313,"MMP2","matrix metallopeptidase 2","Matrix metallopeptidases","landmark","ENSG00000087245"
6990,"DYNLT3","dynein light chain Tctex-type 3","Dyneins, cytoplasmic","landmark","ENSG00000165169"
4331,"MNAT1","MNAT1, CDK activating kinase assembly factor","Ring finger proteins, Nucleotide excision repair","landmark","ENSG00000020426"
5654,"HTRA1","HtrA serine peptidase 1","Proteases, serine, PDZ domain containing","landmark","ENSG00000166033"
6988,"TCTA","T-cell leukemia translocation altered","","landmark","ENSG00000145022"
51375,"SNX7","sorting nexin 7","Sorting nexins, PX-BAR domain containing","landmark","ENSG00000162627"
51382,"ATP6V1D","ATPase H+ transporting V1 subunit D","V-type ATPases","landmark","ENSG00000100554"
51385,"ZNF589","zinc finger protein 589","Zinc fingers C2H2-type","landmark","ENSG00000164048"
5696,"PSMB8","proteasome subunit beta 8","Proteasome","landmark","ENSG00000204264"
3033,"HADH","hydroxyacyl-CoA dehydrogenase","","landmark","ENSG00000138796"
3028,"HSD17B10","hydroxysteroid 17-beta dehydrogenase 10","X-linked mental retardation, Short chain dehydrogenase/reductase superfamily","landmark","ENSG00000072506"
5699,"PSMB10","proteasome subunit beta 10","Proteasome","landmark","ENSG00000205220"
3066,"HDAC2","histone deacetylase 2","Histone deacetylases, class I, EMSY complex, NuRD complex, SIN3 histone deacetylase complex","landmark","ENSG00000196591"
3091,"HIF1A","hypoxia inducible factor 1 alpha subunit","Basic helix-loop-helix proteins","landmark","ENSG00000100644"
3098,"HK1","hexokinase 1","","landmark","ENSG00000156515"
89910,"UBE3B","ubiquitin protein ligase E3B","","landmark","ENSG00000151148"
28969,"BZW2","basic leucine zipper and W2 domains 2","","landmark","ENSG00000136261"
51335,"NGRN","neugrin, neurite outgrowth associated","","landmark","ENSG00000182768"
5708,"PSMD2","proteasome 26S subunit, non-ATPase 2","Proteasome","landmark","ENSG00000175166"
5710,"PSMD4","proteasome 26S subunit, non-ATPase 4","Proteasome","landmark","ENSG00000159352"
5715,"PSMD9","proteasome 26S subunit, non-ATPase 9","Proteasome, PDZ domain containing","landmark","ENSG00000110801"
5716,"PSMD10","proteasome 26S subunit, non-ATPase 10","Ankyrin repeat domain containing, Proteasome","landmark","ENSG00000101843"
5720,"PSME1","proteasome activator subunit 1","Proteasome","landmark","ENSG00000092010"
5721,"PSME2","proteasome activator subunit 2","Proteasome","landmark","ENSG00000100911"
5743,"PTGS2","prostaglandin-endoperoxide synthase 2","","landmark","ENSG00000073756"
5747,"PTK2","protein tyrosine kinase 2","Protein phosphatase 1 regulatory subunits, FERM domain containing","landmark","ENSG00000169398"
5770,"PTPN1","protein tyrosine phosphatase, non-receptor type 1","Protein tyrosine phosphatases, non-receptor type","landmark","ENSG00000196396"
3108,"HLA-DMA","major histocompatibility complex, class II, DM alpha","Histocompatibility complex, C1-set domain containing","landmark","ENSG00000204257"
5782,"PTPN12","protein tyrosine phosphatase, non-receptor type 12","Protein tyrosine phosphatases, non-receptor type","landmark","ENSG00000127947"
3122,"HLA-DRA","major histocompatibility complex, class II, DR alpha","Histocompatibility complex, C1-set domain containing","landmark","ENSG00000204287"
5777,"PTPN6","protein tyrosine phosphatase, non-receptor type 6","SH2 domain containing, Protein tyrosine phosphatases, non-receptor type","landmark","ENSG00000111679"
5792,"PTPRF","protein tyrosine phosphatase, receptor type F","Fibronectin type III domain containing, I-set domain containing, Protein tyrosine phosphatases, receptor type","landmark","ENSG00000142949"
5796,"PTPRK","protein tyrosine phosphatase, receptor type K","Fibronectin type III domain containing, Immunoglobulin like domain containing, Protein tyrosine phosphatases, receptor type","landmark","ENSG00000152894"
51495,"HACD3","3-hydroxyacyl-CoA dehydratase 3","","landmark","ENSG00000074696"
